OrderLineID,OrderID,CustomerID,ProductID,OrderDate,Quantity,UnitPrice,Discount,LineTotal
OL-01919,ORD-10782,CUST-0249,PROD-037,2025-03-09,5,23.39,0.2,93.56
OL-01920,ORD-10783,CUST-0249,PROD-037,2024-06-06,3,23.39,0.05,66.66
OL-01921,ORD-10783,CUST-0249,PROD-013,2024-06-06,2,134.4,0.2,215.04
OL-01922,ORD-10783,CUST-0249,PROD-010,2024-06-06,2,121.48,0.2,194.37
OL-01923,ORD-10783,CUST-0249,PROD-027,2024-06-06,4,52.67,0,210.68
OL-01924,ORD-10784,CUST-0249,PROD-007,2025-01-25,1,511.33,0,511.33
OL-01925,ORD-10785,CUST-0249,PROD-004,2024-03-29,3,921.23,0.2,2210.95
OL-01926,ORD-10786,CUST-0249,PROD-023,2024-05-04,2,88.43,0,176.86
OL-01927,ORD-10786,CUST-0249,PROD-013,2024-05-04,1,134.4,0,134.4
OL-01928,ORD-10786,CUST-0249,PROD-010,2024-05-04,5,121.48,0,607.4
OL-01929,ORD-10787,CUST-0249,PROD-031,2025-01-11,3,164.42,0,493.26
OL-01930,ORD-10787,CUST-0249,PROD-022,2025-01-11,5,27.82,0,139.1
OL-01931,ORD-10787,CUST-0249,PROD-012,2025-01-11,2,109.67,0,219.34
OL-01932,ORD-10787,CUST-0249,PROD-019,2025-01-11,4,21.71,0,86.84
OL-01933,ORD-10788,CUST-0249,PROD-011,2024-12-16,2,103.76,0,207.52
OL-01934,ORD-10788,CUST-0249,PROD-036,2024-12-16,2,97.89,0.05,185.99
OL-01935,ORD-10788,CUST-0249,PROD-031,2024-12-16,1,164.42,0.2,131.54
OL-01936,ORD-10788,CUST-0249,PROD-018,2024-12-16,1,9.52,0,9.52
OL-01937,ORD-10789,CUST-0249,PROD-031,2025-06-12,5,164.42,0.15,698.78
OL-01938,ORD-10789,CUST-0249,PROD-025,2025-06-12,3,25.5,0.05,72.67
OL-01939,ORD-10789,CUST-0249,PROD-011,2025-06-12,5,103.76,0.1,466.92
OL-01940,ORD-10789,CUST-0249,PROD-002,2025-06-12,2,505.32,0.05,960.11
OL-01941,ORD-10790,CUST-0249,PROD-032,2025-06-19,5,129.73,0,648.65
OL-01942,ORD-10791,CUST-0249,PROD-006,2025-06-15,2,689.21,0,1378.42
OL-01943,ORD-10791,CUST-0249,PROD-024,2025-06-15,5,38.87,0,194.35
OL-01944,ORD-10791,CUST-0249,PROD-005,2025-06-15,4,843.32,0,3373.28
OL-01945,ORD-10792,CUST-0249,PROD-021,2024-05-14,1,38.34,0,38.34
OL-01946,ORD-10792,CUST-0249,PROD-019,2024-05-14,5,21.71,0.2,86.84
OL-01947,ORD-10793,CUST-0250,PROD-027,2024-04-25,2,52.67,0,105.34
OL-01948,ORD-10794,CUST-0250,PROD-013,2025-07-19,5,134.4,0,672
OL-01949,ORD-10794,CUST-0250,PROD-033,2025-07-19,4,70.03,0,280.12
OL-01950,ORD-10794,CUST-0250,PROD-018,2025-07-19,2,9.52,0,19.04
OL-01951,ORD-10795,CUST-0250,PROD-020,2025-04-07,4,37.73,0.05,143.37
OL-01952,ORD-10795,CUST-0250,PROD-017,2025-04-07,3,242.78,0,728.34
OL-01953,ORD-10796,CUST-0250,PROD-006,2024-09-26,2,689.21,0.2,1102.74
OL-01954,ORD-10796,CUST-0250,PROD-022,2024-09-26,5,27.82,0,139.1
OL-01955,ORD-10796,CUST-0250,PROD-036,2024-09-26,5,97.89,0,489.45
OL-01956,ORD-10796,CUST-0250,PROD-003,2024-09-26,3,722.82,0.05,2060.04
OL-01957,ORD-10797,CUST-0250,PROD-025,2024-08-20,3,25.5,0.2,61.2
OL-01958,ORD-10797,CUST-0250,PROD-003,2024-08-20,5,722.82,0.2,2891.28
OL-01959,ORD-10797,CUST-0250,PROD-018,2024-08-20,4,9.52,0.05,36.18
OL-01960,ORD-10797,CUST-0250,PROD-022,2024-08-20,3,27.82,0,83.46
OL-01961,ORD-10798,CUST-0250,PROD-017,2025-09-04,4,242.78,0,971.12
OL-01962,ORD-10798,CUST-0250,PROD-036,2025-09-04,3,97.89,0,293.67
OL-01963,ORD-10798,CUST-0250,PROD-013,2025-09-04,4,134.4,0.15,456.96
OL-01964,ORD-10799,CUST-0250,PROD-033,2024-06-22,2,70.03,0.2,112.05
OL-01965,ORD-10799,CUST-0250,PROD-008,2024-06-22,1,342.59,0,342.59
OL-01966,ORD-10799,CUST-0250,PROD-002,2024-06-22,1,505.32,0,505.32
OL-01967,ORD-10800,CUST-0250,PROD-010,2024-11-17,5,121.48,0.2,485.92
OL-01968,ORD-10801,CUST-0250,PROD-005,2024-09-08,1,843.32,0.15,716.82
OL-01969,ORD-10802,CUST-0250,PROD-005,2024-05-16,3,843.32,0.2,2023.97
OL-01970,ORD-10802,CUST-0250,PROD-010,2024-05-16,1,121.48,0.1,109.33
OL-01971,ORD-10802,CUST-0250,PROD-030,2024-05-16,1,33.74,0,33.74
OL-01972,ORD-10803,CUST-0250,PROD-013,2025-05-05,2,134.4,0,268.8
OL-01973,ORD-10803,CUST-0250,PROD-006,2025-05-05,1,689.21,0,689.21
OL-01974,ORD-10804,CUST-0250,PROD-014,2024-12-17,1,487.6,0.05,463.22
OL-01975,ORD-10804,CUST-0250,PROD-004,2024-12-17,3,921.23,0.15,2349.14
OL-01976,ORD-10805,CUST-0250,PROD-031,2025-02-05,4,164.42,0.1,591.91
OL-01977,ORD-10805,CUST-0250,PROD-013,2025-02-05,2,134.4,0.05,255.36
OL-01978,ORD-10806,CUST-0250,PROD-029,2024-10-04,2,32.8,0.1,59.04
OL-01979,ORD-10807,CUST-0250,PROD-012,2024-05-13,2,109.67,0,219.34
OL-01980,ORD-10808,CUST-0251,PROD-008,2025-04-07,2,342.59,0,685.18
OL-01981,ORD-10808,CUST-0251,PROD-005,2025-04-07,3,843.32,0.2,2023.97
OL-01982,ORD-10809,CUST-0251,PROD-026,2025-08-16,5,54.35,0.05,258.16
OL-01983,ORD-10809,CUST-0251,PROD-019,2025-08-16,5,21.71,0.15,92.27
OL-01984,ORD-10810,CUST-0252,PROD-028,2025-04-04,3,65.64,0.15,167.38
OL-01985,ORD-10810,CUST-0252,PROD-017,2025-04-04,2,242.78,0.1,437
OL-01986,ORD-10811,CUST-0252,PROD-019,2025-04-22,1,21.71,0,21.71
OL-01987,ORD-10811,CUST-0252,PROD-011,2025-04-22,4,103.76,0,415.04
OL-01988,ORD-10811,CUST-0252,PROD-005,2025-04-22,1,843.32,0.1,758.99
OL-01989,ORD-10812,CUST-0253,PROD-006,2025-11-15,5,689.21,0.2,2756.84
OL-01990,ORD-10812,CUST-0253,PROD-029,2025-11-15,3,32.8,0.15,83.64
OL-01991,ORD-10812,CUST-0253,PROD-001,2025-11-15,5,1226.38,0.15,5212.12
OL-01992,ORD-10812,CUST-0253,PROD-021,2025-11-15,1,38.34,0.1,34.51
OL-01993,ORD-10813,CUST-0254,PROD-029,2024-04-13,3,32.8,0.05,93.48
OL-01994,ORD-10813,CUST-0254,PROD-023,2024-04-13,3,88.43,0.2,212.23
OL-01995,ORD-10813,CUST-0254,PROD-031,2024-04-13,4,164.42,0,657.68
OL-01996,ORD-10814,CUST-0254,PROD-015,2025-02-01,1,295.3,0.15,251
OL-01997,ORD-10814,CUST-0254,PROD-011,2025-02-01,3,103.76,0.05,295.72
OL-01998,ORD-10815,CUST-0254,PROD-021,2024-12-22,2,38.34,0,76.68
OL-01999,ORD-10815,CUST-0254,PROD-026,2024-12-22,4,54.35,0.05,206.53
OL-02000,ORD-10815,CUST-0254,PROD-030,2024-12-22,1,33.74,0.2,26.99
OL-02001,ORD-10815,CUST-0254,PROD-029,2024-12-22,2,32.8,0.2,52.48
OL-02002,ORD-10816,CUST-0255,PROD-010,2024-10-09,4,121.48,0.2,388.74
OL-02003,ORD-10816,CUST-0255,PROD-026,2024-10-09,2,54.35,0,108.7
OL-02004,ORD-10816,CUST-0255,PROD-024,2024-10-09,5,38.87,0,194.35
OL-02005,ORD-10816,CUST-0255,PROD-001,2024-10-09,2,1226.38,0,2452.76
OL-02006,ORD-10817,CUST-0256,PROD-031,2025-03-18,2,164.42,0,328.84
OL-02007,ORD-10817,CUST-0256,PROD-010,2025-03-18,4,121.48,0.05,461.62
OL-02008,ORD-10817,CUST-0256,PROD-018,2025-03-18,2,9.52,0,19.04
OL-02009,ORD-10817,CUST-0256,PROD-022,2025-03-18,5,27.82,0,139.1
OL-02010,ORD-10818,CUST-0256,PROD-032,2025-07-27,4,129.73,0.2,415.14
OL-02011,ORD-10818,CUST-0256,PROD-028,2025-07-27,2,65.64,0.05,124.72
OL-02012,ORD-10819,CUST-0257,PROD-007,2025-05-31,4,511.33,0.1,1840.79
OL-02013,ORD-10819,CUST-0257,PROD-005,2025-05-31,3,843.32,0,2529.96
OL-02014,ORD-10819,CUST-0257,PROD-021,2025-05-31,2,38.34,0.1,69.01
OL-02015,ORD-10820,CUST-0258,PROD-027,2024-03-16,1,52.67,0,52.67
OL-02016,ORD-10820,CUST-0258,PROD-032,2024-03-16,2,129.73,0,259.46
OL-02017,ORD-10821,CUST-0258,PROD-028,2025-02-16,5,65.64,0,328.2
OL-02018,ORD-10821,CUST-0258,PROD-008,2025-02-16,3,342.59,0.15,873.6
OL-02019,ORD-10821,CUST-0258,PROD-009,2025-02-16,3,89.78,0.2,215.47
OL-02020,ORD-10822,CUST-0258,PROD-024,2025-03-18,4,38.87,0,155.48
OL-02021,ORD-10822,CUST-0258,PROD-037,2025-03-18,1,23.39,0.05,22.22
OL-02022,ORD-10823,CUST-0258,PROD-016,2024-10-06,3,189.62,0.15,483.53
OL-02023,ORD-10823,CUST-0258,PROD-014,2024-10-06,4,487.6,0.2,1560.32
OL-02024,ORD-10823,CUST-0258,PROD-021,2024-10-06,3,38.34,0.1,103.52
OL-02025,ORD-10823,CUST-0258,PROD-015,2024-10-06,3,295.3,0.1,797.31
OL-02026,ORD-10824,CUST-0258,PROD-013,2025-05-11,5,134.4,0,672
OL-02027,ORD-10824,CUST-0258,PROD-009,2025-05-11,5,89.78,0.1,404.01
OL-02028,ORD-10824,CUST-0258,PROD-021,2025-05-11,2,38.34,0.2,61.34
OL-02029,ORD-10825,CUST-0258,PROD-032,2025-05-24,4,129.73,0,518.92
OL-02030,ORD-10825,CUST-0258,PROD-037,2025-05-24,3,23.39,0.1,63.15
OL-02031,ORD-10826,CUST-0258,PROD-025,2025-06-24,2,25.5,0.1,45.9
OL-02032,ORD-10827,CUST-0258,PROD-034,2024-09-11,4,79.8,0.05,303.24
OL-02033,ORD-10828,CUST-0258,PROD-005,2025-02-02,2,843.32,0.2,1349.31
OL-02034,ORD-10828,CUST-0258,PROD-029,2025-02-02,3,32.8,0.15,83.64
OL-02035,ORD-10828,CUST-0258,PROD-025,2025-02-02,2,25.5,0,51
OL-02036,ORD-10829,CUST-0259,PROD-031,2025-10-06,2,164.42,0,328.84
OL-02037,ORD-10830,CUST-0260,PROD-023,2025-02-19,2,88.43,0.2,141.49
OL-02038,ORD-10830,CUST-0260,PROD-031,2025-02-19,3,164.42,0,493.26
OL-02039,ORD-10830,CUST-0260,PROD-036,2025-02-19,4,97.89,0,391.56
OL-02040,ORD-10831,CUST-0261,PROD-013,2025-12-08,3,134.4,0.15,342.72
OL-02041,ORD-10831,CUST-0261,PROD-008,2025-12-08,1,342.59,0.15,291.2
OL-02042,ORD-10832,CUST-0262,PROD-016,2025-09-08,1,189.62,0,189.62
OL-02043,ORD-10832,CUST-0262,PROD-025,2025-09-08,3,25.5,0,76.5
OL-02044,ORD-10832,CUST-0262,PROD-028,2025-09-08,2,65.64,0,131.28
OL-02045,ORD-10833,CUST-0262,PROD-027,2025-10-05,1,52.67,0,52.67
OL-02046,ORD-10834,CUST-0263,PROD-029,2025-02-01,5,32.8,0,164
OL-02047,ORD-10834,CUST-0263,PROD-025,2025-02-01,5,25.5,0.05,121.12
OL-02048,ORD-10835,CUST-0264,PROD-007,2025-11-28,3,511.33,0,1533.99
OL-02049,ORD-10835,CUST-0264,PROD-018,2025-11-28,5,9.52,0.05,45.22
OL-02050,ORD-10835,CUST-0264,PROD-030,2025-11-28,3,33.74,0,101.22
OL-02051,ORD-10836,CUST-0265,PROD-002,2025-01-01,3,505.32,0.1,1364.36
OL-02052,ORD-10836,CUST-0265,PROD-008,2025-01-01,4,342.59,0,1370.36
OL-02053,ORD-10836,CUST-0265,PROD-004,2025-01-01,2,921.23,0,1842.46
OL-02054,ORD-10837,CUST-0266,PROD-036,2024-09-06,4,97.89,0,391.56
OL-02055,ORD-10837,CUST-0266,PROD-002,2024-09-06,3,505.32,0.1,1364.36
OL-02056,ORD-10837,CUST-0266,PROD-028,2024-09-06,1,65.64,0.15,55.79
OL-02057,ORD-10837,CUST-0266,PROD-021,2024-09-06,3,38.34,0,115.02
OL-02058,ORD-10838,CUST-0266,PROD-033,2025-07-07,1,70.03,0.15,59.53
OL-02059,ORD-10839,CUST-0266,PROD-032,2025-09-23,1,129.73,0,129.73
OL-02060,ORD-10839,CUST-0266,PROD-005,2025-09-23,2,843.32,0,1686.64
OL-02061,ORD-10840,CUST-0266,PROD-016,2025-06-15,3,189.62,0,568.86
OL-02062,ORD-10840,CUST-0266,PROD-006,2025-06-15,3,689.21,0,2067.63
OL-02063,ORD-10841,CUST-0266,PROD-005,2025-04-20,5,843.32,0,4216.6
OL-02064,ORD-10841,CUST-0266,PROD-032,2025-04-20,5,129.73,0.05,616.22
OL-02065,ORD-10841,CUST-0266,PROD-026,2025-04-20,4,54.35,0.15,184.79
OL-02066,ORD-10842,CUST-0266,PROD-014,2024-12-09,4,487.6,0,1950.4
OL-02067,ORD-10843,CUST-0266,PROD-015,2024-11-19,5,295.3,0,1476.5
OL-02068,ORD-10843,CUST-0266,PROD-016,2024-11-19,1,189.62,0.15,161.18
OL-02069,ORD-10843,CUST-0266,PROD-004,2024-11-19,2,921.23,0.05,1750.34
OL-02070,ORD-10844,CUST-0266,PROD-015,2024-10-12,2,295.3,0,590.6
OL-02071,ORD-10845,CUST-0266,PROD-033,2025-12-10,3,70.03,0.05,199.59
OL-02072,ORD-10845,CUST-0266,PROD-021,2025-12-10,4,38.34,0,153.36
OL-02073,ORD-10846,CUST-0266,PROD-032,2025-06-09,5,129.73,0,648.65
OL-02074,ORD-10846,CUST-0266,PROD-002,2025-06-09,1,505.32,0,505.32
OL-02075,ORD-10846,CUST-0266,PROD-027,2025-06-09,5,52.67,0,263.35
OL-02076,ORD-10847,CUST-0267,PROD-032,2025-10-19,3,129.73,0.15,330.81
OL-02077,ORD-10847,CUST-0267,PROD-001,2025-10-19,1,1226.38,0.1,1103.74
OL-02078,ORD-10848,CUST-0268,PROD-026,2025-04-28,2,54.35,0.1,97.83
OL-02079,ORD-10848,CUST-0268,PROD-014,2025-04-28,1,487.6,0.15,414.46
OL-02080,ORD-10849,CUST-0269,PROD-018,2024-04-19,5,9.52,0.05,45.22
OL-02081,ORD-10849,CUST-0269,PROD-036,2024-04-19,2,97.89,0.2,156.62
OL-02082,ORD-10849,CUST-0269,PROD-024,2024-04-19,2,38.87,0.2,62.19
OL-02083,ORD-10850,CUST-0269,PROD-022,2025-03-11,3,27.82,0.05,79.29
OL-02084,ORD-10850,CUST-0269,PROD-013,2025-03-11,1,134.4,0.15,114.24
OL-02085,ORD-10850,CUST-0269,PROD-021,2025-03-11,3,38.34,0.05,109.27
OL-02086,ORD-10851,CUST-0269,PROD-033,2024-05-18,1,70.03,0,70.03
OL-02087,ORD-10851,CUST-0269,PROD-026,2024-05-18,4,54.35,0.2,173.92
OL-02088,ORD-10851,CUST-0269,PROD-014,2024-05-18,1,487.6,0.15,414.46
OL-02089,ORD-10851,CUST-0269,PROD-012,2024-05-18,2,109.67,0,219.34
OL-02090,ORD-10852,CUST-0270,PROD-014,2025-10-16,4,487.6,0,1950.4
OL-02091,ORD-10852,CUST-0270,PROD-020,2025-10-16,2,37.73,0.1,67.91
OL-02092,ORD-10852,CUST-0270,PROD-024,2025-10-16,3,38.87,0,116.61
OL-02093,ORD-10853,CUST-0271,PROD-001,2025-04-09,3,1226.38,0,3679.14
OL-02094,ORD-10853,CUST-0271,PROD-014,2025-04-09,4,487.6,0.15,1657.84
OL-02095,ORD-10853,CUST-0271,PROD-012,2025-04-09,4,109.67,0.15,372.88
OL-02096,ORD-10854,CUST-0271,PROD-026,2025-10-08,5,54.35,0.1,244.58
OL-02097,ORD-10854,CUST-0271,PROD-011,2025-10-08,3,103.76,0.2,249.02
OL-02098,ORD-10854,CUST-0271,PROD-032,2025-10-08,2,129.73,0,259.46
OL-02099,ORD-10854,CUST-0271,PROD-031,2025-10-08,5,164.42,0,822.1
OL-02100,ORD-10855,CUST-0272,PROD-004,2024-04-03,1,921.23,0,921.23
OL-02101,ORD-10856,CUST-0272,PROD-020,2025-08-07,4,37.73,0.05,143.37
OL-02102,ORD-10857,CUST-0272,PROD-007,2025-04-26,3,511.33,0,1533.99
OL-02103,ORD-10857,CUST-0272,PROD-004,2025-04-26,2,921.23,0.05,1750.34
OL-02104,ORD-10858,CUST-0272,PROD-005,2025-05-02,1,843.32,0,843.32
OL-02105,ORD-10858,CUST-0272,PROD-018,2025-05-02,1,9.52,0,9.52
OL-02106,ORD-10858,CUST-0272,PROD-027,2025-05-02,3,52.67,0,158.01
OL-02107,ORD-10859,CUST-0272,PROD-014,2024-08-30,2,487.6,0,975.2
OL-02108,ORD-10859,CUST-0272,PROD-008,2024-08-30,1,342.59,0,342.59
OL-02109,ORD-10859,CUST-0272,PROD-002,2024-08-30,2,505.32,0.05,960.11
OL-02110,ORD-10859,CUST-0272,PROD-031,2024-08-30,5,164.42,0.15,698.78
OL-02111,ORD-10860,CUST-0272,PROD-018,2025-01-28,4,9.52,0,38.08
OL-02112,ORD-10860,CUST-0272,PROD-002,2025-01-28,2,505.32,0,1010.64
OL-02113,ORD-10860,CUST-0272,PROD-037,2025-01-28,1,23.39,0.05,22.22
OL-02114,ORD-10861,CUST-0272,PROD-002,2025-03-31,4,505.32,0.05,1920.22
OL-02115,ORD-10861,CUST-0272,PROD-003,2025-03-31,2,722.82,0,1445.64
OL-02116,ORD-10861,CUST-0272,PROD-032,2025-03-31,5,129.73,0,648.65
OL-02117,ORD-10861,CUST-0272,PROD-028,2025-03-31,1,65.64,0.2,52.51
OL-02118,ORD-10862,CUST-0272,PROD-019,2025-07-10,3,21.71,0,65.13
OL-02119,ORD-10862,CUST-0272,PROD-031,2025-07-10,3,164.42,0.2,394.61
OL-02120,ORD-10862,CUST-0272,PROD-013,2025-07-10,2,134.4,0,268.8
OL-02121,ORD-10863,CUST-0272,PROD-001,2025-04-06,5,1226.38,0.15,5212.12
OL-02122,ORD-10863,CUST-0272,PROD-003,2025-04-06,4,722.82,0.2,2313.02
OL-02123,ORD-10863,CUST-0272,PROD-037,2025-04-06,2,23.39,0.15,39.76
OL-02124,ORD-10863,CUST-0272,PROD-028,2025-04-06,1,65.64,0,65.64
OL-02125,ORD-10864,CUST-0272,PROD-024,2024-10-21,4,38.87,0.2,124.38
OL-02126,ORD-10865,CUST-0272,PROD-024,2024-12-15,5,38.87,0,194.35
OL-02127,ORD-10865,CUST-0272,PROD-036,2024-12-15,3,97.89,0.15,249.62
OL-02128,ORD-10866,CUST-0272,PROD-027,2025-03-11,3,52.67,0.05,150.11
OL-02129,ORD-10866,CUST-0272,PROD-012,2025-03-11,3,109.67,0.2,263.21
OL-02130,ORD-10866,CUST-0272,PROD-026,2025-03-11,3,54.35,0,163.05
OL-02131,ORD-10867,CUST-0272,PROD-035,2025-06-08,1,75.75,0.1,68.17
OL-02132,ORD-10867,CUST-0272,PROD-027,2025-06-08,3,52.67,0,158.01
OL-02133,ORD-10867,CUST-0272,PROD-024,2025-06-08,3,38.87,0,116.61
OL-02134,ORD-10867,CUST-0272,PROD-028,2025-06-08,4,65.64,0.05,249.43
OL-02135,ORD-10868,CUST-0273,PROD-003,2025-09-08,5,722.82,0.2,2891.28
OL-02136,ORD-10868,CUST-0273,PROD-022,2025-09-08,2,27.82,0.1,50.08
OL-02137,ORD-10869,CUST-0274,PROD-037,2024-12-30,2,23.39,0.2,37.42
OL-02138,ORD-10869,CUST-0274,PROD-009,2024-12-30,4,89.78,0,359.12
OL-02139,ORD-10870,CUST-0275,PROD-033,2025-05-03,5,70.03,0,350.15
OL-02140,ORD-10871,CUST-0276,PROD-017,2024-07-02,5,242.78,0.15,1031.82
OL-02141,ORD-10872,CUST-0276,PROD-015,2025-11-11,4,295.3,0,1181.2
OL-02142,ORD-10872,CUST-0276,PROD-022,2025-11-11,3,27.82,0.15,70.94
OL-02143,ORD-10873,CUST-0276,PROD-036,2025-09-18,4,97.89,0,391.56
OL-02144,ORD-10873,CUST-0276,PROD-026,2025-09-18,5,54.35,0,271.75
OL-02145,ORD-10873,CUST-0276,PROD-034,2025-09-18,4,79.8,0.15,271.32
OL-02146,ORD-10874,CUST-0276,PROD-015,2025-08-05,4,295.3,0,1181.2
OL-02147,ORD-10875,CUST-0276,PROD-001,2025-09-17,1,1226.38,0.05,1165.06
OL-02148,ORD-10875,CUST-0276,PROD-033,2025-09-17,2,70.03,0,140.06
OL-02149,ORD-10876,CUST-0277,PROD-016,2025-08-04,2,189.62,0.1,341.32
OL-02150,ORD-10876,CUST-0277,PROD-026,2025-08-04,1,54.35,0.2,43.48
OL-02151,ORD-10876,CUST-0277,PROD-020,2025-08-04,2,37.73,0,75.46
OL-02152,ORD-10877,CUST-0277,PROD-019,2025-08-27,1,21.71,0,21.71
OL-02153,ORD-10878,CUST-0277,PROD-005,2025-11-22,3,843.32,0.05,2403.46
OL-02154,ORD-10879,CUST-0277,PROD-023,2025-10-18,3,88.43,0.05,252.03
OL-02155,ORD-10879,CUST-0277,PROD-026,2025-10-18,3,54.35,0,163.05
OL-02156,ORD-10879,CUST-0277,PROD-001,2025-10-18,3,1226.38,0.05,3495.18
OL-02157,ORD-10879,CUST-0277,PROD-020,2025-10-18,5,37.73,0.1,169.78
OL-02158,ORD-10880,CUST-0278,PROD-032,2024-11-16,1,129.73,0.05,123.24
OL-02159,ORD-10881,CUST-0278,PROD-002,2025-05-13,4,505.32,0.2,1617.02
OL-02160,ORD-10881,CUST-0278,PROD-017,2025-05-13,5,242.78,0.2,971.12
OL-02161,ORD-10881,CUST-0278,PROD-031,2025-05-13,1,164.42,0.05,156.2
OL-02162,ORD-10882,CUST-0278,PROD-032,2025-11-18,1,129.73,0.05,123.24
OL-02163,ORD-10882,CUST-0278,PROD-002,2025-11-18,1,505.32,0.05,480.05
OL-02164,ORD-10882,CUST-0278,PROD-025,2025-11-18,3,25.5,0.1,68.85
OL-02165,ORD-10883,CUST-0278,PROD-016,2025-01-17,1,189.62,0.05,180.14
OL-02166,ORD-10884,CUST-0278,PROD-016,2025-06-13,3,189.62,0,568.86
OL-02167,ORD-10884,CUST-0278,PROD-031,2025-06-13,5,164.42,0.2,657.68
OL-02168,ORD-10884,CUST-0278,PROD-003,2025-06-13,4,722.82,0,2891.28
OL-02169,ORD-10885,CUST-0278,PROD-007,2025-10-11,5,511.33,0.05,2428.82
OL-02170,ORD-10885,CUST-0278,PROD-001,2025-10-11,1,1226.38,0.1,1103.74
OL-02171,ORD-10885,CUST-0278,PROD-009,2025-10-11,2,89.78,0.05,170.58
OL-02172,ORD-10885,CUST-0278,PROD-002,2025-10-11,3,505.32,0.15,1288.57
OL-02173,ORD-10886,CUST-0278,PROD-035,2025-09-16,5,75.75,0.05,359.81
OL-02174,ORD-10886,CUST-0278,PROD-004,2025-09-16,2,921.23,0.05,1750.34
OL-02175,ORD-10886,CUST-0278,PROD-017,2025-09-16,3,242.78,0.2,582.67
OL-02176,ORD-10886,CUST-0278,PROD-008,2025-09-16,2,342.59,0,685.18
OL-02177,ORD-10887,CUST-0278,PROD-028,2025-04-28,1,65.64,0,65.64
OL-02178,ORD-10887,CUST-0278,PROD-008,2025-04-28,4,342.59,0.05,1301.84
OL-02179,ORD-10887,CUST-0278,PROD-010,2025-04-28,2,121.48,0,242.96
OL-02180,ORD-10888,CUST-0279,PROD-025,2024-03-19,3,25.5,0,76.5
OL-02181,ORD-10888,CUST-0279,PROD-003,2024-03-19,2,722.82,0,1445.64
OL-02182,ORD-10889,CUST-0279,PROD-015,2025-06-20,2,295.3,0,590.6
OL-02183,ORD-10889,CUST-0279,PROD-029,2025-06-20,2,32.8,0.15,55.76
OL-02184,ORD-10889,CUST-0279,PROD-008,2025-06-20,5,342.59,0.1,1541.65
OL-02185,ORD-10889,CUST-0279,PROD-007,2025-06-20,1,511.33,0.05,485.76
OL-02186,ORD-10890,CUST-0279,PROD-028,2024-12-13,3,65.64,0.15,167.38
OL-02187,ORD-10890,CUST-0279,PROD-002,2024-12-13,5,505.32,0,2526.6
OL-02188,ORD-10890,CUST-0279,PROD-034,2024-12-13,4,79.8,0.05,303.24
OL-02189,ORD-10891,CUST-0279,PROD-028,2024-04-20,1,65.64,0,65.64
OL-02190,ORD-10891,CUST-0279,PROD-036,2024-04-20,3,97.89,0.15,249.62
OL-02191,ORD-10891,CUST-0279,PROD-005,2024-04-20,3,843.32,0.05,2403.46
OL-02192,ORD-10892,CUST-0279,PROD-009,2024-10-25,1,89.78,0,89.78
OL-02193,ORD-10892,CUST-0279,PROD-008,2024-10-25,1,342.59,0.1,308.33
OL-02194,ORD-10893,CUST-0279,PROD-029,2024-07-07,3,32.8,0.1,88.56
OL-02195,ORD-10893,CUST-0279,PROD-035,2024-07-07,3,75.75,0.05,215.89
OL-02196,ORD-10894,CUST-0279,PROD-027,2024-05-07,5,52.67,0,263.35
OL-02197,ORD-10894,CUST-0279,PROD-008,2024-05-07,2,342.59,0,685.18
OL-02198,ORD-10895,CUST-0279,PROD-009,2024-06-17,3,89.78,0,269.34
OL-02199,ORD-10895,CUST-0279,PROD-026,2024-06-17,5,54.35,0.2,217.4
OL-02200,ORD-10895,CUST-0279,PROD-001,2024-06-17,1,1226.38,0,1226.38
OL-02201,ORD-10896,CUST-0279,PROD-034,2024-12-27,2,79.8,0,159.6
OL-02202,ORD-10896,CUST-0279,PROD-001,2024-12-27,2,1226.38,0.2,1962.21
OL-02203,ORD-10896,CUST-0279,PROD-020,2024-12-27,4,37.73,0.2,120.74
OL-02204,ORD-10897,CUST-0280,PROD-031,2025-02-13,1,164.42,0,164.42
OL-02205,ORD-10897,CUST-0280,PROD-014,2025-02-13,4,487.6,0.1,1755.36
OL-02206,ORD-10898,CUST-0281,PROD-010,2025-01-17,2,121.48,0.2,194.37
OL-02207,ORD-10899,CUST-0281,PROD-005,2025-10-20,5,843.32,0,4216.6
OL-02208,ORD-10899,CUST-0281,PROD-031,2025-10-20,5,164.42,0,822.1
OL-02209,ORD-10900,CUST-0281,PROD-024,2025-06-07,1,38.87,0.2,31.1
OL-02210,ORD-10900,CUST-0281,PROD-015,2025-06-07,4,295.3,0,1181.2
OL-02211,ORD-10900,CUST-0281,PROD-017,2025-06-07,3,242.78,0.2,582.67
OL-02212,ORD-10900,CUST-0281,PROD-027,2025-06-07,4,52.67,0,210.68
OL-02213,ORD-10901,CUST-0281,PROD-026,2025-05-10,2,54.35,0.05,103.27
OL-02214,ORD-10901,CUST-0281,PROD-029,2025-05-10,5,32.8,0.2,131.2
OL-02215,ORD-10901,CUST-0281,PROD-015,2025-05-10,5,295.3,0.05,1402.67
OL-02216,ORD-10902,CUST-0281,PROD-016,2025-12-28,3,189.62,0.05,540.42
OL-02217,ORD-10902,CUST-0281,PROD-034,2025-12-28,1,79.8,0.05,75.81
OL-02218,ORD-10903,CUST-0281,PROD-027,2025-12-05,1,52.67,0.1,47.4
OL-02219,ORD-10904,CUST-0281,PROD-003,2025-03-16,3,722.82,0.05,2060.04
